2024-04-28 17:50:49 [INFO] Logging directory: results/ms/meta_arm_a64fx_resnet34_10k/logs
2024-04-29 03:18:36 [INFO] Logging directory: results/ms/meta_arm_a64fx_resnet34_10k/logs
2024-04-29 03:19:29 [INFO] LocalBuilder: max_workers = 48
2024-04-29 03:19:31 [INFO] [task_scheduler.cc:159] Initializing Task #0: "fused_nn_contrib_conv2d_NCHWc_add"
2024-04-29 03:19:34 [INFO] [task_scheduler.cc:159] Initializing Task #1: "fused_layout_transform"
2024-04-29 03:19:35 [INFO] [task_scheduler.cc:159] Initializing Task #2: "fused_nn_contrib_conv2d_NCHWc_add_1"
2024-04-29 03:19:38 [INFO] [task_scheduler.cc:159] Initializing Task #3: "fused_layout_transform_1"
2024-04-29 03:19:40 [INFO] [task_scheduler.cc:159] Initializing Task #4: "fused_nn_contrib_conv2d_NCHWc_add_2"
2024-04-29 03:19:43 [INFO] [task_scheduler.cc:159] Initializing Task #5: "fused_layout_transform_2"
2024-04-29 03:19:44 [INFO] [task_scheduler.cc:159] Initializing Task #6: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu"
2024-04-29 03:19:50 [INFO] [task_scheduler.cc:159] Initializing Task #7: "fused_nn_max_pool2d"
2024-04-29 03:19:53 [INFO] [task_scheduler.cc:159] Initializing Task #8: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_1"
2024-04-29 03:19:58 [INFO] [task_scheduler.cc:159] Initializing Task #9: "fused_layout_transform_3"
2024-04-29 03:19:59 [INFO] [task_scheduler.cc:159] Initializing Task #10: "fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu"
2024-04-29 03:20:05 [INFO] [task_scheduler.cc:159] Initializing Task #11: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_2"
2024-04-29 03:20:11 [INFO] [task_scheduler.cc:159] Initializing Task #12: "fused_layout_transform_4"
2024-04-29 03:20:12 [INFO] [task_scheduler.cc:159] Initializing Task #13: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_3"
2024-04-29 03:20:18 [INFO] [task_scheduler.cc:159] Initializing Task #14: "fused_layout_transform_5"
2024-04-29 03:20:19 [INFO] [task_scheduler.cc:159] Initializing Task #15: "fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu_1"
2024-04-29 03:20:25 [INFO] [task_scheduler.cc:159] Initializing Task #16: "fused_layout_transform_6"
2024-04-29 03:20:27 [INFO] [task_scheduler.cc:159] Initializing Task #17: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_4"
2024-04-29 03:20:32 [INFO] [task_scheduler.cc:159] Initializing Task #18: "fused_layout_transform_7"
2024-04-29 03:20:33 [INFO] [task_scheduler.cc:159] Initializing Task #19: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_5"
2024-04-29 03:20:39 [INFO] [task_scheduler.cc:159] Initializing Task #20: "fused_layout_transform_8"
2024-04-29 03:20:40 [INFO] [task_scheduler.cc:159] Initializing Task #21: "fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu_2"
2024-04-29 03:20:46 [INFO] [task_scheduler.cc:159] Initializing Task #22: "fused_layout_transform_9"
2024-04-29 03:20:48 [INFO] [task_scheduler.cc:159] Initializing Task #23: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_6"
2024-04-29 03:20:53 [INFO] [task_scheduler.cc:159] Initializing Task #24: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_7"
2024-04-29 03:20:58 [INFO] [task_scheduler.cc:159] Initializing Task #25: "fused_layout_transform_10"
2024-04-29 03:21:00 [INFO] [task_scheduler.cc:159] Initializing Task #26: "fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu_3"
2024-04-29 03:21:06 [INFO] [task_scheduler.cc:159] Initializing Task #27: "fused_nn_global_avg_pool2d"
2024-04-29 03:21:08 [INFO] [task_scheduler.cc:159] Initializing Task #28: "fused_layout_transform_nn_batch_flatten"
2024-04-29 03:21:10 [INFO] [task_scheduler.cc:159] Initializing Task #29: "fused_nn_dense_add"
2024-04-29 03:21:12 [INFO] [task_scheduler.cc:159] Initializing Task #30: "fused_nn_softmax"
2024-04-29 03:21:14 [INFO] [task_scheduler.cc:320] 
 ID |                                            Name |      FLOP | Weight | Speed (GFLOPS) | Latency (us) | Weighted Latency (us) | Trials | Done 
---------------------------------------------------------------------------------------------------------------------------------------------------
  0 |               fused_nn_contrib_conv2d_NCHWc_add |  12870144 |      1 |            N/A |          N/A |                   N/A |      0 |      
  1 |                          fused_layout_transform |         1 |      1 |            N/A |          N/A |                   N/A |      0 |      
  2 |             fused_nn_contrib_conv2d_NCHWc_add_1 |  12895232 |      1 |            N/A |          N/A |                   N/A |      0 |      
  3 |                        fused_layout_transform_1 |         1 |      1 |            N/A |          N/A |                   N/A |      0 |      
  4 |             fused_nn_contrib_conv2d_NCHWc_add_2 |  12945408 |      1 |            N/A |          N/A |                   N/A |      0 |      
  5 |                        fused_layout_transform_2 |         1 |      1 |            N/A |          N/A |                   N/A |      0 |      
  6 |       fused_nn_contrib_conv2d_NCHWc_add_nn_relu | 237633536 |      1 |            N/A |          N/A |                   N/A |      0 |      
  7 |                             fused_nn_max_pool2d |   1806336 |      1 |            N/A |          N/A |                   N/A |      0 |      
  8 |     fused_nn_contrib_conv2d_NCHWc_add_nn_relu_1 | 231612416 |      3 |            N/A |          N/A |                   N/A |      0 |      
  9 |                        fused_layout_transform_3 |         1 |      6 |            N/A |          N/A |                   N/A |      0 |      
 10 |   fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu | 231813120 |      3 |            N/A |          N/A |                   N/A |      0 |      
 11 |     fused_nn_contrib_conv2d_NCHWc_add_nn_relu_2 | 115806208 |      1 |            N/A |          N/A |                   N/A |      0 |      
 12 |                        fused_layout_transform_4 |         1 |      1 |            N/A |          N/A |                   N/A |      0 |      
 13 |     fused_nn_contrib_conv2d_NCHWc_add_nn_relu_3 | 231411712 |      3 |            N/A |          N/A |                   N/A |      0 |      
 14 |                        fused_layout_transform_5 |         1 |      6 |            N/A |          N/A |                   N/A |      0 |      
 15 | fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu_1 | 231512064 |      4 |            N/A |          N/A |                   N/A |      0 |      
 16 |                        fused_layout_transform_6 |         1 |      1 |            N/A |          N/A |                   N/A |      0 |      
 17 |     fused_nn_contrib_conv2d_NCHWc_add_nn_relu_4 | 115705856 |      1 |            N/A |          N/A |                   N/A |      0 |      
 18 |                        fused_layout_transform_7 |         1 |      1 |            N/A |          N/A |                   N/A |      0 |      
 19 |     fused_nn_contrib_conv2d_NCHWc_add_nn_relu_5 | 231311360 |      5 |            N/A |          N/A |                   N/A |      0 |      
 20 |                        fused_layout_transform_8 |         1 |     11 |            N/A |          N/A |                   N/A |      0 |      
 21 | fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu_2 | 231361536 |      6 |            N/A |          N/A |                   N/A |      0 |      
 22 |                        fused_layout_transform_9 |         1 |      1 |            N/A |          N/A |                   N/A |      0 |      
 23 |     fused_nn_contrib_conv2d_NCHWc_add_nn_relu_6 | 115655680 |      1 |            N/A |          N/A |                   N/A |      0 |      
 24 |     fused_nn_contrib_conv2d_NCHWc_add_nn_relu_7 | 231261184 |      2 |            N/A |          N/A |                   N/A |      0 |      
 25 |                       fused_layout_transform_10 |         1 |      5 |            N/A |          N/A |                   N/A |      0 |      
 26 | fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu_3 | 231286272 |      3 |            N/A |          N/A |                   N/A |      0 |      
 27 |                      fused_nn_global_avg_pool2d |     25600 |      1 |            N/A |          N/A |                   N/A |      0 |      
 28 |         fused_layout_transform_nn_batch_flatten |         1 |      1 |            N/A |          N/A |                   N/A |      0 |      
 29 |                              fused_nn_dense_add |   1025000 |      1 |            N/A |          N/A |                   N/A |      0 |      
 30 |                                fused_nn_softmax |      4000 |      1 |            N/A |          N/A |                   N/A |      0 |      
---------------------------------------------------------------------------------------------------------------------------------------------------
Total trials: 0
Total latency (us): 0

2024-04-29 03:21:14 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #0: "fused_nn_contrib_conv2d_NCHWc_add"
2024-04-29 03:21:30 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:22:04 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:22:44 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #1: "fused_layout_transform"
2024-04-29 03:22:47 [INFO] [task_scheduler.cc:193] Sending 3 sample(s) to builder
2024-04-29 03:22:49 [INFO] [task_scheduler.cc:195] Sending 3 sample(s) to runner
2024-04-29 03:22:51 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #2: "fused_nn_contrib_conv2d_NCHWc_add_1"
2024-04-29 03:23:08 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:23:42 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:24:29 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #3: "fused_layout_transform_1"
2024-04-29 03:24:31 [INFO] [task_scheduler.cc:193] Sending 3 sample(s) to builder
2024-04-29 03:24:33 [INFO] [task_scheduler.cc:195] Sending 3 sample(s) to runner
2024-04-29 03:24:36 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #4: "fused_nn_contrib_conv2d_NCHWc_add_2"
2024-04-29 03:24:52 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:25:26 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:26:07 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #5: "fused_layout_transform_2"
2024-04-29 03:26:10 [INFO] [task_scheduler.cc:193] Sending 2 sample(s) to builder
2024-04-29 03:26:12 [INFO] [task_scheduler.cc:195] Sending 2 sample(s) to runner
2024-04-29 03:26:13 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #6: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu"
2024-04-29 03:26:48 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:27:22 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:28:17 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #7: "fused_nn_max_pool2d"
2024-04-29 03:28:41 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:29:14 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:30:08 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #8: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_1"
2024-04-29 03:30:40 [INFO] [task_scheduler.cc:193] Sending 62 sample(s) to builder
2024-04-29 03:31:15 [INFO] [task_scheduler.cc:195] Sending 62 sample(s) to runner
2024-04-29 03:32:01 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #9: "fused_layout_transform_3"
2024-04-29 03:32:04 [INFO] [task_scheduler.cc:193] Sending 2 sample(s) to builder
2024-04-29 03:32:06 [INFO] [task_scheduler.cc:195] Sending 2 sample(s) to runner
2024-04-29 03:32:07 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #10: "fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu"
2024-04-29 03:32:40 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:33:13 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:34:03 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #11: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_2"
2024-04-29 03:34:37 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:35:10 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:35:56 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #12: "fused_layout_transform_4"
2024-04-29 03:35:59 [INFO] [task_scheduler.cc:193] Sending 2 sample(s) to builder
2024-04-29 03:36:01 [INFO] [task_scheduler.cc:195] Sending 2 sample(s) to runner
2024-04-29 03:36:02 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #13: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_3"
2024-04-29 03:36:34 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:37:09 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:37:46 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #14: "fused_layout_transform_5"
2024-04-29 03:37:49 [INFO] [task_scheduler.cc:193] Sending 2 sample(s) to builder
2024-04-29 03:37:50 [INFO] [task_scheduler.cc:195] Sending 2 sample(s) to runner
2024-04-29 03:37:52 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #15: "fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu_1"
2024-04-29 03:38:24 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:38:58 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:39:48 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #16: "fused_layout_transform_6"
2024-04-29 03:39:51 [INFO] [task_scheduler.cc:193] Sending 3 sample(s) to builder
2024-04-29 03:39:53 [INFO] [task_scheduler.cc:195] Sending 3 sample(s) to runner
2024-04-29 03:39:55 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #17: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_4"
2024-04-29 03:40:27 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:41:00 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:41:39 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #18: "fused_layout_transform_7"
2024-04-29 03:41:42 [INFO] [task_scheduler.cc:193] Sending 4 sample(s) to builder
2024-04-29 03:41:44 [INFO] [task_scheduler.cc:195] Sending 4 sample(s) to runner
2024-04-29 03:41:47 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #19: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_5"
2024-04-29 03:42:18 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:42:52 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:43:48 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #20: "fused_layout_transform_8"
2024-04-29 03:43:50 [INFO] [task_scheduler.cc:193] Sending 4 sample(s) to builder
2024-04-29 03:43:53 [INFO] [task_scheduler.cc:195] Sending 4 sample(s) to runner
2024-04-29 03:43:55 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #21: "fused_nn_contrib_conv2d_NCHWc_add_add_nn_relu_2"
2024-04-29 03:44:29 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:45:04 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:45:49 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #22: "fused_layout_transform_9"
2024-04-29 03:45:52 [INFO] [task_scheduler.cc:193] Sending 3 sample(s) to builder
2024-04-29 03:45:54 [INFO] [task_scheduler.cc:195] Sending 3 sample(s) to runner
2024-04-29 03:45:56 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #23: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_6"
2024-04-29 03:46:26 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:46:54 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:47:54 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #24: "fused_nn_contrib_conv2d_NCHWc_add_nn_relu_7"
2024-04-29 03:48:23 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 03:48:58 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 03:50:32 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #25: "fused_layout_transform_10"
2024-04-29 03:50:35 [INFO] [task_scheduler.cc:193] Sending 3 sample(s) to builder
2024-04-29 03:50:37 [INFO] [task_scheduler.cc:195] Sending 3 sample(s) to runner
