2024-04-29 22:55:21 [INFO] Logging directory: results/ms/meta_cuda_a100_mobilenet_v2_10k/logs
2024-04-29 22:55:47 [INFO] LocalBuilder: max_workers = 64
2024-04-29 22:55:50 [INFO] [task_scheduler.cc:159] Initializing Task #0: "fused_nn_conv2d_add_clip"
2024-04-29 22:55:50 [INFO] [task_scheduler.cc:159] Initializing Task #1: "fused_nn_conv2d_add_clip_1"
2024-04-29 22:55:51 [INFO] [task_scheduler.cc:159] Initializing Task #2: "fused_nn_conv2d_add"
2024-04-29 22:55:51 [INFO] [task_scheduler.cc:159] Initializing Task #3: "fused_nn_conv2d_add_clip_2"
2024-04-29 22:55:51 [INFO] [task_scheduler.cc:159] Initializing Task #4: "fused_nn_conv2d_add_clip_3"
2024-04-29 22:55:52 [INFO] [task_scheduler.cc:159] Initializing Task #5: "fused_nn_conv2d_add_1"
2024-04-29 22:55:52 [INFO] [task_scheduler.cc:159] Initializing Task #6: "fused_nn_conv2d_add_clip_4"
2024-04-29 22:55:52 [INFO] [task_scheduler.cc:159] Initializing Task #7: "fused_nn_conv2d_add_add"
2024-04-29 22:55:53 [INFO] [task_scheduler.cc:159] Initializing Task #8: "fused_nn_conv2d_add_clip_5"
2024-04-29 22:55:53 [INFO] [task_scheduler.cc:159] Initializing Task #9: "fused_nn_conv2d_add_clip_6"
2024-04-29 22:55:53 [INFO] [task_scheduler.cc:159] Initializing Task #10: "fused_nn_conv2d_add_2"
2024-04-29 22:55:53 [INFO] [task_scheduler.cc:159] Initializing Task #11: "fused_nn_conv2d_add_clip_7"
2024-04-29 22:55:54 [INFO] [task_scheduler.cc:159] Initializing Task #12: "fused_nn_conv2d_add_add_1"
2024-04-29 22:55:54 [INFO] [task_scheduler.cc:159] Initializing Task #13: "fused_nn_conv2d_add_clip_8"
2024-04-29 22:55:54 [INFO] [task_scheduler.cc:159] Initializing Task #14: "fused_nn_conv2d_add_clip_9"
2024-04-29 22:55:55 [INFO] [task_scheduler.cc:159] Initializing Task #15: "fused_nn_conv2d_add_3"
2024-04-29 22:55:55 [INFO] [task_scheduler.cc:159] Initializing Task #16: "fused_nn_conv2d_add_add_2"
2024-04-29 22:55:55 [INFO] [task_scheduler.cc:159] Initializing Task #17: "fused_nn_conv2d_add_clip_10"
2024-04-29 22:55:55 [INFO] [task_scheduler.cc:159] Initializing Task #18: "fused_nn_conv2d_add_clip_11"
2024-04-29 22:55:56 [INFO] [task_scheduler.cc:159] Initializing Task #19: "fused_nn_conv2d_add_4"
2024-04-29 22:55:56 [INFO] [task_scheduler.cc:159] Initializing Task #20: "fused_nn_conv2d_add_clip_12"
2024-04-29 22:55:56 [INFO] [task_scheduler.cc:159] Initializing Task #21: "fused_nn_conv2d_add_add_3"
2024-04-29 22:55:57 [INFO] [task_scheduler.cc:159] Initializing Task #22: "fused_nn_conv2d_add_clip_13"
2024-04-29 22:55:57 [INFO] [task_scheduler.cc:159] Initializing Task #23: "fused_nn_conv2d_add_clip_14"
2024-04-29 22:55:57 [INFO] [task_scheduler.cc:159] Initializing Task #24: "fused_nn_conv2d_add_5"
2024-04-29 22:55:57 [INFO] [task_scheduler.cc:159] Initializing Task #25: "fused_nn_conv2d_add_add_4"
2024-04-29 22:55:58 [INFO] [task_scheduler.cc:159] Initializing Task #26: "fused_nn_conv2d_add_clip_15"
2024-04-29 22:55:58 [INFO] [task_scheduler.cc:159] Initializing Task #27: "fused_nn_conv2d_add_clip_16"
2024-04-29 22:55:58 [INFO] [task_scheduler.cc:159] Initializing Task #28: "fused_nn_conv2d_add_6"
2024-04-29 22:55:59 [INFO] [task_scheduler.cc:159] Initializing Task #29: "fused_nn_conv2d_add_clip_17"
2024-04-29 22:55:59 [INFO] [task_scheduler.cc:159] Initializing Task #30: "fused_nn_global_avg_pool2d"
[22:55:59] /mnt/home/gverma/ceph/opt/tvm/src/meta_schedule/schedule_rule/apply_custom_rule.cc:56: Warning: Unknown schedule rule "meta_schedule.adaptive_pool_avg" for target keys "["cuda", "gpu"]". Checked PackedFuncs:
  meta_schedule.cuda.meta_schedule.adaptive_pool_avg
  meta_schedule.gpu.meta_schedule.adaptive_pool_avg
2024-04-29 22:55:59 [INFO] [task_scheduler.cc:159] Initializing Task #31: "fused_nn_batch_flatten"
2024-04-29 22:55:59 [INFO] [task_scheduler.cc:159] Initializing Task #32: "fused_nn_dense_add"
2024-04-29 22:55:59 [INFO] [task_scheduler.cc:159] Initializing Task #33: "fused_nn_softmax"
2024-04-29 22:55:59 [INFO] [task_scheduler.cc:320] 
 ID |                        Name |     FLOP | Weight | Speed (GFLOPS) | Latency (us) | Weighted Latency (us) | Trials | Done 
------------------------------------------------------------------------------------------------------------------------------
  0 |    fused_nn_conv2d_add_clip | 22880256 |      1 |            N/A |          N/A |                   N/A |      0 |      
  1 |  fused_nn_conv2d_add_clip_1 |  8429568 |      1 |            N/A |          N/A |                   N/A |      0 |      
  2 |         fused_nn_conv2d_add | 13045760 |      1 |            N/A |          N/A |                   N/A |      0 |      
  3 |  fused_nn_conv2d_add_clip_2 | 42147840 |      1 |            N/A |          N/A |                   N/A |      0 |      
  4 |  fused_nn_conv2d_add_clip_3 |  6322176 |      1 |            N/A |          N/A |                   N/A |      0 |      
  5 |       fused_nn_conv2d_add_1 | 14525952 |      1 |            N/A |          N/A |                   N/A |      0 |      
  6 |  fused_nn_conv2d_add_clip_4 |  9483264 |      1 |            N/A |          N/A |                   N/A |      0 |      
  7 |     fused_nn_conv2d_add_add | 21826560 |      1 |            N/A |          N/A |                   N/A |      0 |      
  8 |  fused_nn_conv2d_add_clip_5 | 23030784 |      2 |            N/A |          N/A |                   N/A |      0 |      
  9 |  fused_nn_conv2d_add_clip_6 |  2370816 |      1 |            N/A |          N/A |                   N/A |      0 |      
 10 |       fused_nn_conv2d_add_2 |  7250432 |      1 |            N/A |          N/A |                   N/A |      0 |      
 11 |  fused_nn_conv2d_add_clip_7 |  3161088 |      2 |            N/A |          N/A |                   N/A |      0 |      
 12 |   fused_nn_conv2d_add_add_1 |  9683968 |      2 |            N/A |          N/A |                   N/A |      0 |      
 13 |  fused_nn_conv2d_add_clip_8 | 10085376 |      3 |            N/A |          N/A |                   N/A |      0 |      
 14 |  fused_nn_conv2d_add_clip_9 |   790272 |      1 |            N/A |          N/A |                   N/A |      0 |      
 15 |       fused_nn_conv2d_add_3 |  4829440 |      1 |            N/A |          N/A |                   N/A |      0 |      
 16 |   fused_nn_conv2d_add_add_2 |  9658880 |      3 |            N/A |          N/A |                   N/A |      0 |      
 17 | fused_nn_conv2d_add_clip_10 |  9859584 |      4 |            N/A |          N/A |                   N/A |      0 |      
 18 | fused_nn_conv2d_add_clip_11 |  1580544 |      4 |            N/A |          N/A |                   N/A |      0 |      
 19 |       fused_nn_conv2d_add_4 | 14469504 |      1 |            N/A |          N/A |                   N/A |      0 |      
 20 | fused_nn_conv2d_add_clip_12 |  2370816 |      2 |            N/A |          N/A |                   N/A |      0 |      
 21 |   fused_nn_conv2d_add_add_3 | 21713664 |      2 |            N/A |          N/A |                   N/A |      0 |      
 22 | fused_nn_conv2d_add_clip_13 | 22014720 |      3 |            N/A |          N/A |                   N/A |      0 |      
 23 | fused_nn_conv2d_add_clip_14 |   592704 |      1 |            N/A |          N/A |                   N/A |      0 |      
 24 |       fused_nn_conv2d_add_5 |  9039520 |      1 |            N/A |          N/A |                   N/A |      0 |      
 25 |   fused_nn_conv2d_add_add_4 | 15068480 |      2 |            N/A |          N/A |                   N/A |      0 |      
 26 | fused_nn_conv2d_add_clip_15 | 15193920 |      3 |            N/A |          N/A |                   N/A |      0 |      
 27 | fused_nn_conv2d_add_clip_16 |   987840 |      3 |            N/A |          N/A |                   N/A |      0 |      
 28 |       fused_nn_conv2d_add_6 | 30121280 |      1 |            N/A |          N/A |                   N/A |      0 |      
 29 | fused_nn_conv2d_add_clip_17 | 40328960 |      1 |            N/A |          N/A |                   N/A |      0 |      
 30 |  fused_nn_global_avg_pool2d |    64000 |      1 |            N/A |          N/A |                   N/A |      0 |      
 31 |      fused_nn_batch_flatten |        1 |      1 |            N/A |          N/A |                   N/A |      0 |      
 32 |          fused_nn_dense_add |  2561000 |      1 |            N/A |          N/A |                   N/A |      0 |      
 33 |            fused_nn_softmax |     4000 |      1 |            N/A |          N/A |                   N/A |      0 |      
------------------------------------------------------------------------------------------------------------------------------
Total trials: 0
Total latency (us): 0

2024-04-29 22:55:59 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #0: "fused_nn_conv2d_add_clip"
2024-04-29 22:56:33 [INFO] [task_scheduler.cc:193] Sending 62 sample(s) to builder
2024-04-29 22:57:32 [INFO] [task_scheduler.cc:195] Sending 62 sample(s) to runner
2024-04-29 22:58:38 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #1: "fused_nn_conv2d_add_clip_1"
2024-04-29 22:59:26 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:00:06 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:00:50 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #2: "fused_nn_conv2d_add"
2024-04-29 23:01:12 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:01:52 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:02:31 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #3: "fused_nn_conv2d_add_clip_2"
2024-04-29 23:02:53 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:03:53 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:04:35 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #4: "fused_nn_conv2d_add_clip_3"
2024-04-29 23:06:18 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:07:00 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:07:41 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #5: "fused_nn_conv2d_add_1"
2024-04-29 23:08:04 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:09:03 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:09:41 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #6: "fused_nn_conv2d_add_clip_4"
2024-04-29 23:10:35 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:11:14 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:11:55 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #7: "fused_nn_conv2d_add_add"
2024-04-29 23:12:19 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:12:54 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:13:33 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #8: "fused_nn_conv2d_add_clip_5"
2024-04-29 23:13:54 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:14:49 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:15:27 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #9: "fused_nn_conv2d_add_clip_6"
2024-04-29 23:16:33 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:17:09 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:17:50 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #10: "fused_nn_conv2d_add_2"
2024-04-29 23:18:10 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:18:48 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:18:59 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #11: "fused_nn_conv2d_add_clip_7"
2024-04-29 23:19:42 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:20:24 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:20:30 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #12: "fused_nn_conv2d_add_add_1"
2024-04-29 23:20:51 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:21:34 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:21:40 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #13: "fused_nn_conv2d_add_clip_8"
2024-04-29 23:21:59 [INFO] [task_scheduler.cc:193] Sending 63 sample(s) to builder
2024-04-29 23:22:39 [INFO] [task_scheduler.cc:195] Sending 63 sample(s) to runner
2024-04-29 23:22:46 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #14: "fused_nn_conv2d_add_clip_9"
2024-04-29 23:23:25 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:24:04 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:24:10 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #15: "fused_nn_conv2d_add_3"
2024-04-29 23:24:29 [INFO] [task_scheduler.cc:193] Sending 63 sample(s) to builder
2024-04-29 23:25:02 [INFO] [task_scheduler.cc:195] Sending 63 sample(s) to runner
2024-04-29 23:25:08 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #16: "fused_nn_conv2d_add_add_2"
2024-04-29 23:25:28 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:26:14 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:26:51 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #17: "fused_nn_conv2d_add_clip_10"
2024-04-29 23:27:11 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:27:53 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:28:31 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #18: "fused_nn_conv2d_add_clip_11"
2024-04-29 23:29:09 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:29:46 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:30:23 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #19: "fused_nn_conv2d_add_4"
2024-04-29 23:30:42 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:31:21 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:31:57 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #20: "fused_nn_conv2d_add_clip_12"
2024-04-29 23:32:39 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:33:17 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:33:23 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #21: "fused_nn_conv2d_add_add_3"
2024-04-29 23:33:47 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:34:27 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:34:37 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #22: "fused_nn_conv2d_add_clip_13"
2024-04-29 23:34:59 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:35:41 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:36:17 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #23: "fused_nn_conv2d_add_clip_14"
2024-04-29 23:36:55 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:37:30 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:38:10 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #24: "fused_nn_conv2d_add_5"
2024-04-29 23:38:30 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:39:16 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:39:36 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #25: "fused_nn_conv2d_add_add_4"
2024-04-29 23:39:58 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:40:34 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:40:40 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #26: "fused_nn_conv2d_add_clip_15"
2024-04-29 23:40:59 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-29 23:41:40 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-29 23:42:04 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #27: "fused_nn_conv2d_add_clip_16"
2024-04-29 23:42:39 [INFO] [task_scheduler.cc:193] Sending 63 sample(s) to builder
