2024-04-28 19:51:42 [INFO] Logging directory: results/ms/meta_cuda_a100_mnasnet1_0_10k/logs
2024-04-28 19:52:37 [INFO] LocalBuilder: max_workers = 64
2024-04-28 19:52:42 [INFO] [task_scheduler.cc:159] Initializing Task #0: "fused_nn_conv2d_add_nn_relu"
2024-04-28 19:52:42 [INFO] [task_scheduler.cc:159] Initializing Task #1: "fused_nn_conv2d_add_nn_relu_1"
2024-04-28 19:52:43 [INFO] [task_scheduler.cc:159] Initializing Task #2: "fused_nn_conv2d_add"
2024-04-28 19:52:43 [INFO] [task_scheduler.cc:159] Initializing Task #3: "fused_nn_conv2d_add_nn_relu_2"
2024-04-28 19:52:43 [INFO] [task_scheduler.cc:159] Initializing Task #4: "fused_nn_conv2d_add_nn_relu_3"
2024-04-28 19:52:44 [INFO] [task_scheduler.cc:159] Initializing Task #5: "fused_nn_conv2d_add_1"
2024-04-28 19:52:44 [INFO] [task_scheduler.cc:159] Initializing Task #6: "fused_nn_conv2d_add_nn_relu_4"
2024-04-28 19:52:45 [INFO] [task_scheduler.cc:159] Initializing Task #7: "fused_nn_conv2d_add_add"
2024-04-28 19:52:45 [INFO] [task_scheduler.cc:159] Initializing Task #8: "fused_nn_conv2d_add_nn_relu_5"
2024-04-28 19:52:45 [INFO] [task_scheduler.cc:159] Initializing Task #9: "fused_nn_conv2d_add_nn_relu_6"
2024-04-28 19:52:46 [INFO] [task_scheduler.cc:159] Initializing Task #10: "fused_nn_conv2d_add_2"
2024-04-28 19:52:46 [INFO] [task_scheduler.cc:159] Initializing Task #11: "fused_nn_conv2d_add_nn_relu_7"
2024-04-28 19:52:46 [INFO] [task_scheduler.cc:159] Initializing Task #12: "fused_nn_conv2d_add_nn_relu_8"
2024-04-28 19:52:47 [INFO] [task_scheduler.cc:159] Initializing Task #13: "fused_nn_conv2d_add_add_1"
2024-04-28 19:52:47 [INFO] [task_scheduler.cc:159] Initializing Task #14: "fused_nn_conv2d_add_nn_relu_9"
2024-04-28 19:52:47 [INFO] [task_scheduler.cc:159] Initializing Task #15: "fused_nn_conv2d_add_nn_relu_10"
2024-04-28 19:52:47 [INFO] [task_scheduler.cc:159] Initializing Task #16: "fused_nn_conv2d_add_3"
2024-04-28 19:52:48 [INFO] [task_scheduler.cc:159] Initializing Task #17: "fused_nn_conv2d_add_nn_relu_11"
2024-04-28 19:52:48 [INFO] [task_scheduler.cc:159] Initializing Task #18: "fused_nn_conv2d_add_add_2"
2024-04-28 19:52:48 [INFO] [task_scheduler.cc:159] Initializing Task #19: "fused_nn_conv2d_add_nn_relu_12"
2024-04-28 19:52:49 [INFO] [task_scheduler.cc:159] Initializing Task #20: "fused_nn_conv2d_add_nn_relu_13"
2024-04-28 19:52:49 [INFO] [task_scheduler.cc:159] Initializing Task #21: "fused_nn_conv2d_add_4"
2024-04-28 19:52:49 [INFO] [task_scheduler.cc:159] Initializing Task #22: "fused_nn_conv2d_add_nn_relu_14"
2024-04-28 19:52:49 [INFO] [task_scheduler.cc:159] Initializing Task #23: "fused_nn_conv2d_add_add_3"
2024-04-28 19:52:50 [INFO] [task_scheduler.cc:159] Initializing Task #24: "fused_nn_conv2d_add_nn_relu_15"
2024-04-28 19:52:50 [INFO] [task_scheduler.cc:159] Initializing Task #25: "fused_nn_conv2d_add_nn_relu_16"
2024-04-28 19:52:50 [INFO] [task_scheduler.cc:159] Initializing Task #26: "fused_nn_conv2d_add_5"
2024-04-28 19:52:51 [INFO] [task_scheduler.cc:159] Initializing Task #27: "fused_nn_conv2d_add_nn_relu_17"
2024-04-28 19:52:51 [INFO] [task_scheduler.cc:159] Initializing Task #28: "fused_nn_conv2d_add_add_4"
2024-04-28 19:52:51 [INFO] [task_scheduler.cc:159] Initializing Task #29: "fused_nn_conv2d_add_nn_relu_18"
2024-04-28 19:52:52 [INFO] [task_scheduler.cc:159] Initializing Task #30: "fused_nn_conv2d_add_nn_relu_19"
2024-04-28 19:52:52 [INFO] [task_scheduler.cc:159] Initializing Task #31: "fused_nn_conv2d_add_6"
2024-04-28 19:52:52 [INFO] [task_scheduler.cc:159] Initializing Task #32: "fused_nn_conv2d_add_nn_relu_20"
2024-04-28 19:52:52 [INFO] [task_scheduler.cc:159] Initializing Task #33: "fused_mean"
2024-04-28 19:52:52 [INFO] [task_scheduler.cc:159] Initializing Task #34: "fused_nn_dense_add"
2024-04-28 19:52:53 [INFO] [task_scheduler.cc:159] Initializing Task #35: "fused_nn_softmax"
2024-04-28 19:52:53 [INFO] [task_scheduler.cc:320] 
 ID |                           Name |     FLOP | Weight | Speed (GFLOPS) | Latency (us) | Weighted Latency (us) | Trials | Done 
---------------------------------------------------------------------------------------------------------------------------------
  0 |    fused_nn_conv2d_add_nn_relu | 22478848 |      1 |            N/A |          N/A |                   N/A |      0 |      
  1 |  fused_nn_conv2d_add_nn_relu_1 |  8028160 |      1 |            N/A |          N/A |                   N/A |      0 |      
  2 |            fused_nn_conv2d_add | 13045760 |      1 |            N/A |          N/A |                   N/A |      0 |      
  3 |  fused_nn_conv2d_add_nn_relu_2 | 20471808 |      1 |            N/A |          N/A |                   N/A |      0 |      
  4 |  fused_nn_conv2d_add_nn_relu_3 |  3010560 |      1 |            N/A |          N/A |                   N/A |      0 |      
  5 |          fused_nn_conv2d_add_1 |  7300608 |      1 |            N/A |          N/A |                   N/A |      0 |      
  6 |  fused_nn_conv2d_add_nn_relu_4 |  4515840 |      2 |            N/A |          N/A |                   N/A |      0 |      
  7 |        fused_nn_conv2d_add_add | 10988544 |      2 |            N/A |          N/A |                   N/A |      0 |      
  8 |  fused_nn_conv2d_add_nn_relu_5 | 11289600 |      3 |            N/A |          N/A |                   N/A |      0 |      
  9 |  fused_nn_conv2d_add_nn_relu_6 |  2935296 |      1 |            N/A |          N/A |                   N/A |      0 |      
 10 |          fused_nn_conv2d_add_2 |  4547200 |      1 |            N/A |          N/A |                   N/A |      0 |      
 11 |  fused_nn_conv2d_add_nn_relu_7 |  7714560 |      2 |            N/A |          N/A |                   N/A |      0 |      
 12 |  fused_nn_conv2d_add_nn_relu_8 |  4892160 |      2 |            N/A |          N/A |                   N/A |      0 |      
 13 |      fused_nn_conv2d_add_add_1 |  7589120 |      2 |            N/A |          N/A |                   N/A |      0 |      
 14 |  fused_nn_conv2d_add_nn_relu_9 | 15429120 |      1 |            N/A |          N/A |                   N/A |      0 |      
 15 | fused_nn_conv2d_add_nn_relu_10 |  2446080 |      1 |            N/A |          N/A |                   N/A |      0 |      
 16 |          fused_nn_conv2d_add_3 |  7542080 |      1 |            N/A |          N/A |                   N/A |      0 |      
 17 | fused_nn_conv2d_add_nn_relu_11 |  4892160 |      2 |            N/A |          N/A |                   N/A |      0 |      
 18 |      fused_nn_conv2d_add_add_2 | 15084160 |      2 |            N/A |          N/A |                   N/A |      0 |      
 19 | fused_nn_conv2d_add_nn_relu_12 | 15240960 |      3 |            N/A |          N/A |                   N/A |      0 |      
 20 | fused_nn_conv2d_add_nn_relu_13 |  1881600 |      1 |            N/A |          N/A |                   N/A |      0 |      
 21 |          fused_nn_conv2d_add_4 | 18082176 |      1 |            N/A |          N/A |                   N/A |      0 |      
 22 | fused_nn_conv2d_add_nn_relu_14 |  2257920 |      1 |            N/A |          N/A |                   N/A |      0 |      
 23 |      fused_nn_conv2d_add_add_3 | 21713664 |      1 |            N/A |          N/A |                   N/A |      0 |      
 24 | fused_nn_conv2d_add_nn_relu_15 | 21901824 |      2 |            N/A |          N/A |                   N/A |      0 |      
 25 | fused_nn_conv2d_add_nn_relu_16 |  1467648 |      1 |            N/A |          N/A |                   N/A |      0 |      
 26 |          fused_nn_conv2d_add_5 | 10847424 |      1 |            N/A |          N/A |                   N/A |      0 |      
 27 | fused_nn_conv2d_add_nn_relu_17 |  2935296 |      3 |            N/A |          N/A |                   N/A |      0 |      
 28 |      fused_nn_conv2d_add_add_4 | 21694848 |      3 |            N/A |          N/A |                   N/A |      0 |      
 29 | fused_nn_conv2d_add_nn_relu_18 | 21788928 |      4 |            N/A |          N/A |                   N/A |      0 |      
 30 | fused_nn_conv2d_add_nn_relu_19 |  1128960 |      1 |            N/A |          N/A |                   N/A |      0 |      
 31 |          fused_nn_conv2d_add_6 | 36142400 |      1 |            N/A |          N/A |                   N/A |      0 |      
 32 | fused_nn_conv2d_add_nn_relu_20 | 40266240 |      1 |            N/A |          N/A |                   N/A |      0 |      
 33 |                     fused_mean |    64000 |      1 |            N/A |          N/A |                   N/A |      0 |      
 34 |             fused_nn_dense_add |  2561000 |      1 |            N/A |          N/A |                   N/A |      0 |      
 35 |               fused_nn_softmax |     4000 |      1 |            N/A |          N/A |                   N/A |      0 |      
---------------------------------------------------------------------------------------------------------------------------------
Total trials: 0
Total latency (us): 0

2024-04-28 19:52:53 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #0: "fused_nn_conv2d_add_nn_relu"
2024-04-28 19:53:14 [INFO] [task_scheduler.cc:193] Sending 63 sample(s) to builder
2024-04-28 19:54:29 [INFO] [task_scheduler.cc:195] Sending 63 sample(s) to runner
2024-04-28 19:57:15 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #1: "fused_nn_conv2d_add_nn_relu_1"
2024-04-28 19:57:48 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 19:59:01 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 19:59:50 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #2: "fused_nn_conv2d_add"
2024-04-28 20:00:06 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:00:44 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:01:27 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #3: "fused_nn_conv2d_add_nn_relu_2"
2024-04-28 20:01:42 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:02:47 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:03:31 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #4: "fused_nn_conv2d_add_nn_relu_3"
2024-04-28 20:04:17 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:05:14 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:06:37 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #5: "fused_nn_conv2d_add_1"
2024-04-28 20:06:51 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:07:39 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:08:23 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #6: "fused_nn_conv2d_add_nn_relu_4"
2024-04-28 20:08:51 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:09:59 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:10:42 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #7: "fused_nn_conv2d_add_add"
2024-04-28 20:10:59 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:12:13 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:12:56 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #8: "fused_nn_conv2d_add_nn_relu_5"
2024-04-28 20:13:11 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:15:40 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:16:22 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #9: "fused_nn_conv2d_add_nn_relu_6"
2024-04-28 20:16:59 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:18:44 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:19:31 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #10: "fused_nn_conv2d_add_2"
2024-04-28 20:19:47 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:21:07 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:21:53 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #11: "fused_nn_conv2d_add_nn_relu_7"
2024-04-28 20:22:06 [INFO] [task_scheduler.cc:193] Sending 63 sample(s) to builder
2024-04-28 20:23:49 [INFO] [task_scheduler.cc:195] Sending 63 sample(s) to runner
2024-04-28 20:24:31 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #12: "fused_nn_conv2d_add_nn_relu_8"
2024-04-28 20:24:58 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:26:19 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:27:03 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #13: "fused_nn_conv2d_add_add_1"
2024-04-28 20:27:18 [INFO] [task_scheduler.cc:193] Sending 63 sample(s) to builder
2024-04-28 20:28:18 [INFO] [task_scheduler.cc:195] Sending 63 sample(s) to runner
2024-04-28 20:29:01 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #14: "fused_nn_conv2d_add_nn_relu_9"
2024-04-28 20:29:15 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:30:37 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:31:18 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #15: "fused_nn_conv2d_add_nn_relu_10"
2024-04-28 20:31:52 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:33:07 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:33:41 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #16: "fused_nn_conv2d_add_3"
2024-04-28 20:33:55 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:35:07 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:36:49 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #17: "fused_nn_conv2d_add_nn_relu_11"
2024-04-28 20:37:15 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:37:59 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:39:34 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #18: "fused_nn_conv2d_add_add_2"
2024-04-28 20:39:48 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:40:48 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:42:09 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #19: "fused_nn_conv2d_add_nn_relu_12"
2024-04-28 20:42:22 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:43:35 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:44:47 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #20: "fused_nn_conv2d_add_nn_relu_13"
2024-04-28 20:45:09 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:45:55 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:46:38 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #21: "fused_nn_conv2d_add_4"
2024-04-28 20:46:52 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:48:09 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:49:01 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #22: "fused_nn_conv2d_add_nn_relu_14"
2024-04-28 20:49:28 [INFO] [task_scheduler.cc:193] Sending 63 sample(s) to builder
2024-04-28 20:50:26 [INFO] [task_scheduler.cc:195] Sending 63 sample(s) to runner
2024-04-28 20:51:11 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #23: "fused_nn_conv2d_add_add_3"
2024-04-28 20:51:26 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:52:26 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:53:11 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #24: "fused_nn_conv2d_add_nn_relu_15"
2024-04-28 20:53:25 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:54:18 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:55:00 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #25: "fused_nn_conv2d_add_nn_relu_16"
2024-04-28 20:55:30 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:56:27 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:57:10 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #26: "fused_nn_conv2d_add_5"
2024-04-28 20:57:24 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 20:58:29 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 20:58:46 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #27: "fused_nn_conv2d_add_nn_relu_17"
2024-04-28 20:59:11 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
2024-04-28 21:00:33 [INFO] [task_scheduler.cc:195] Sending 64 sample(s) to runner
2024-04-28 21:01:18 [INFO] [task_scheduler.cc:180] TaskScheduler picks Task #28: "fused_nn_conv2d_add_add_4"
2024-04-28 21:01:34 [INFO] [task_scheduler.cc:193] Sending 64 sample(s) to builder
